0, 0, 0.14, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0.171, 0.062, 0.027, 0.002, 0.001, 0.003, 0.001, 0, 0.029, 0.002
0.0001, 0, 0.14, 0.08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.002, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0.172, 0.062, 0.027, 0.002, 0.001, 0.003, 0.001, 0, 0.03, 0.003
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.003, 0.001, 0, 0, 0.1, 0.1, 0.033, 0.067, 0, 0.173, 0.001, 0.001, 0.003, 0.002, 0, 0.001, 0, 0.03, 0.1
0.0001, 0, 0.12, 0.08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.004, 0.002, 0, 0, 0.1, 0.1, 0.05, 0.05, 0, 0.174, 0.002, 0.001, 0.003, 0.002, 0, 0.001, 0, 0.03, 0.1
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.005, 0.001, 0, 0, 0.1, 0.1, 0.02, 0.06, 0, 0.175, 0.001, 0.001, 0.003, 0.003, 0, 0.001, 0, 0.031, 0.1
0.0001, 0, 0.12, 0.08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.006, 0.002, 0, 0, 0.1, 0.1, 0.033, 0.05, 0, 0.176, 0.002, 0.001, 0.003, 0.003, 0, 0.001, 0, 0.031, 0.1
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.007, 0.001, 0, 0, 0.1, 0.1, 0.014, 0.057, 0, 0.177, 0.001, 0.001, 0.004, 0.004, 0, 0.001, 0, 0.032, 0.1
0.0001, 0, 0.12, 0.08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.008, 0.002, 0, 0, 0.1, 0.1, 0.025, 0.05, 0, 0.178, 0.002, 0.001, 0.004, 0.004, 0, 0.001, 0, 0.032, 0.1
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.009, 0.001, 0, 0, 0.1, 0.1, 0.011, 0.056, 0, 0.179, 0.001, 0.001, 0.004, 0.005, 0, 0.001, 0, 0.032, 0.1
0.0001, 0, 0.12, 0.08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01, 0.002, 0, 0, 0.1, 0.1, 0.02, 0.05, 0, 0.18, 0.002, 0.001, 0.004, 0.006, 0, 0.001, 0, 0.033, 0.1
